model,start,evaluation,elapsed_seconds,nll
readout_average,0,1,0.21157210000092164,27792.632152848793
readout_average,0,2,0.43172600003890693,27883.663580454664
readout_average,0,3,0.6612665000138804,28059.736338580475
readout_average,0,4,0.8799546000082046,28848.792732945207
readout_average,0,5,1.1198564000078477,27620.348337725518
readout_average,0,6,1.3425864000455476,27611.341252205242
readout_average,0,7,1.5570300000254065,27683.14054993638
readout_average,0,8,1.782568300026469,27614.328763544232
readout_average,0,9,2.0402754000388086,27622.8442216561
readout_average,0,10,2.2370522000128403,27604.627389355373
readout_average,0,11,2.4540254000457935,27622.10086895926
readout_average,0,12,2.7657913000439294,27601.35906779855
readout_average,0,13,3.004296200000681,27601.403192861006
readout_average,0,14,3.2088980000116862,27608.884784681642
readout_average,0,15,3.4285205000196584,27605.008544016524
readout_average,0,16,3.64706920000026,28760.874288747524
readout_average,0,17,3.8589900000370108,27426.735341986852
readout_average,0,18,4.078283600043505,27397.188069297306
readout_average,0,19,4.286359000019729,27342.515320386636
readout_average,0,20,4.498087600048166,27342.753194056168
readout_average,0,21,4.72998970001936,27343.1016440124
readout_average,0,22,4.959530099993572,27339.969311890694
readout_average,0,23,5.192644399998244,27339.996673339927
readout_average,0,24,5.415587500028778,27340.08228778169
readout_average,0,25,5.607653500046581,27340.798240069023
readout_average,0,26,5.820025100023486,27340.20182190512
readout_average,0,27,6.053764600015711,27340.1962885276
readout_average,0,28,6.251943300012499,27340.02640091088
readout_average,0,29,6.48467229999369,27340.252234596166
readout_average,0,30,6.679585900041275,27339.990603156108
readout_average,0,31,6.899056900001597,27340.275406000324
readout_average,0,32,7.118314400024246,27339.977369268334
readout_average,0,33,7.325167100003455,27339.962825451308
readout_average,0,34,7.538249600038398,28532.60430095011
readout_average,0,35,7.744006900000386,27580.092168003604
readout_average,0,36,7.978181300044525,27246.948849079075
readout_average,0,37,8.202869800035842,27062.331010238795
readout_average,0,38,8.406032700033393,27042.06902766336
readout_average,0,39,8.610394500021357,27049.031518016443
readout_average,0,40,8.84100740001304,27044.755572433103
readout_average,0,41,9.06499470002018,27040.56776002139
readout_average,0,42,9.307153000030667,27040.034816915162
readout_average,0,43,9.516168600006495,27039.64336580204
readout_average,0,44,9.727093300025444,27039.631678532583
readout_average,0,45,9.94406050001271,27039.780738247267
readout_average,0,46,10.154548100021202,27039.784225500032
readout_average,0,47,10.367687700025272,27039.689737742683
readout_average,0,48,10.588581399992108,27039.848333047375
readout_average,0,49,10.789729700016323,27039.653824822206
readout_average,0,50,10.985243900038768,27039.874242600672
readout_average,0,51,11.181649400037713,27039.64115034403
readout_average,0,52,11.396447100036312,27083.35014488099
readout_average,0,53,11.601969900017139,27057.04617201325
