subject_id,session_id,run_id,trial_index,motion_direction,estimate_deg,prior_mean,prior_std,motion_coherence,prior_kappa_t,predicted_estimate_deg,p_observed,predicted_error_from_motion,observed_error_from_motion,fit_readout,model_simulated_estimate_deg,model_simulated_error_from_motion,model_simulated_is_lapse
10,4,19,25,155.0,235.0804614854949,225.0,40.0,0.06,18.223108072782885,208.0,0.0071106544669402,53.0,80.08046148549494,MAP,183.80733539058005,28.80733539058005,False
10,4,19,26,175.0,199.0686164878179,225.0,40.0,0.12,18.291856086365847,204.0,0.0099072938080911,29.0,24.068616487817906,MAP,183.22076871551613,8.22076871551613,False
10,5,20,1,225.0,232.81960357095767,225.0,20.0,0.06,14.570156971628151,225.0,0.0097330051400166,0.0,7.819603570957668,MAP,220.0865674151977,-4.913432584802308,False
10,5,20,2,225.0,147.66412384654157,225.0,20.0,0.06,14.51744837305123,225.0,0.0013156204501578,0.0,-77.33587615345843,MAP,179.89257794005516,-45.10742205994484,False
10,5,20,3,205.0,207.97903162793276,225.0,20.0,0.12,14.465400661386845,215.0,0.0097886994810986,10.0,2.979031627932727,MAP,279.00110009798016,74.00110009798016,False
10,5,20,4,245.0,217.90129176572464,225.0,20.0,0.06,14.41400555010257,231.0,0.0092316551216906,-14.0,-27.098708234275332,MAP,249.43436431711876,4.434364317118764,False
10,5,20,5,205.0,218.5666423215384,225.0,20.0,0.12,14.363254856566693,215.0,0.0099629384862912,10.0,13.566642321538382,MAP,240.42275712059563,35.422757120595634,False
10,5,20,6,225.0,231.07651315293597,225.0,20.0,0.06,14.31314050074545,225.0,0.009847227509557,0.0,6.076513152935945,MAP,203.6412227674915,-21.358777232508487,False
10,5,20,7,215.0,209.99482495816883,225.0,20.0,0.12,14.263654503916603,220.0,0.0095525545104196,5.0,-5.005175041831166,MAP,235.54545421203048,20.545454212030478,False
10,5,20,8,225.0,207.3176294046781,225.0,20.0,0.12,14.214788987399148,225.0,0.0086348886883238,0.0,-17.68237059532194,MAP,249.45789196063905,24.457891960639046,False
10,5,20,9,205.0,209.9869282930508,225.0,20.0,0.06,14.166536171298942,219.0,0.0096394544794018,14.0,4.986928293050795,MAP,219.88187492638963,14.881874926389628,False
10,5,20,10,245.0,214.83144856863484,225.0,20.0,0.12,14.118888373270067,235.0,0.008262317148796,-10.0,-30.16855143136516,MAP,180.25973162025548,-64.74026837974452,True
10,5,20,11,225.0,228.4967991244484,225.0,20.0,0.12,14.071838007291726,225.0,0.0099653136086296,0.0,3.496799124448387,MAP,185.3245123582684,-39.67548764173159,False
10,5,20,12,245.0,239.66412384654168,225.0,20.0,0.12,14.025377582460456,235.0,0.0099195665648301,-10.0,-5.335876153458344,MAP,116.82705212936104,-128.17294787063895,True
10,5,20,13,235.0,211.91313676340172,225.0,20.0,0.06,13.97949970179752,228.0,0.0088572125507703,-7.0,-23.086863236598248,MAP,266.30035500621966,31.30035500621966,False
10,5,20,14,215.0,216.48890245933035,225.0,20.0,0.12,13.934197061071208,220.0,0.0099648311393837,5.0,1.4889024593303477,MAP,210.49082318608097,-4.5091768139190265,False
10,5,20,15,205.0,213.23988954247,225.0,20.0,0.06,13.889462447633948,219.0,0.009865028621815,14.0,8.239889542470024,MAP,194.11518674339067,-10.884813256609334,False
