prior_std,n_subjects,mean_learned_sd,median_learned_sd,sd_across_subjects,sem_learned_sd,mapping_error_deg,mapping_ratio
10,12,9.51301712547225,9.292957559475074,1.2634363540373865,0.36472265955372224,-0.48698287452774913,0.9513017125472251
20,12,18.300023050311115,18.157999745941314,1.072862120239983,0.30970861696195345,-1.6999769496888852,0.9150011525155557
40,12,35.23411109345491,35.109281770071284,1.5857641875212636,0.4577706902683349,-4.7658889065450865,0.8808527773363728
80,12,71.84288858522395,71.08690297469029,4.025659263622723,1.162107729759145,-8.157111414776054,0.8980361073152994
