model,model_label,subject_id,motion_coherence,prior_std,block_phase,n_trials,mean_believed_sd,median_believed_sd,p25_believed_sd,p75_believed_sd,mean_believed_alpha
hb_adaptive,HB-Adaptive,12,0.24,40,late,53,19.703403897125447,17.770141837525493,15.568217535378842,23.96867229111203,0.6673099493547853
hb_adaptive,HB-Adaptive,12,0.24,40,middle,61,22.665996640767258,23.626910966839283,17.101002608682993,27.691269371993553,0.6326229026999703
hb_adaptive,HB-Adaptive,12,0.24,80,early,147,25.01063564654488,26.68531827597018,22.683094903714448,29.02750281007988,0.5075314808699029
hb_adaptive,HB-Adaptive,12,0.24,80,late,189,24.690088215407386,26.164623575829015,21.50308086017293,28.75411608512053,0.5070046949022412
hb_adaptive,HB-Adaptive,12,0.24,80,middle,168,24.27608284988039,26.0416734771524,20.250442314193588,28.946329933581765,0.5012587452099035
hb_rachel,HB-Rachel,1,0.06,10,early,290,10.945007431978405,9.803237114755202,8.926283495424858,10.981021873423408,
hb_rachel,HB-Rachel,1,0.06,10,late,288,10.000456590102834,9.95990832090413,9.206831239671246,10.673115660353641,
hb_rachel,HB-Rachel,1,0.06,10,middle,278,10.085954869479492,10.045676078473633,9.21264107411324,10.837054992141793,
hb_rachel,HB-Rachel,1,0.06,20,early,297,18.545007025007695,17.725572789980795,14.773917506700569,20.364792232498335,
hb_rachel,HB-Rachel,1,0.06,20,late,262,17.981056554505408,18.062247368113994,14.99196026883267,20.44353526941974,
hb_rachel,HB-Rachel,1,0.06,20,middle,279,18.14122824204978,17.98881779898065,15.332499242649337,20.392205234676467,
hb_rachel,HB-Rachel,1,0.06,40,early,270,32.750352505577176,30.144592850918528,23.42546601517055,40.47085236443976,
hb_rachel,HB-Rachel,1,0.06,40,late,267,33.15563931455939,32.99434295975513,22.377746614210167,41.98902701176496,
hb_rachel,HB-Rachel,1,0.06,40,middle,265,33.82158196084313,34.10162788414929,23.24579922155973,42.565366357288006,
hb_rachel,HB-Rachel,1,0.06,80,early,588,64.01802147195279,71.6260372900798,40.962108410805406,88.5944683812174,
hb_rachel,HB-Rachel,1,0.06,80,late,565,63.62462161984718,71.91806762682887,44.07911856451279,85.1981893621199,
hb_rachel,HB-Rachel,1,0.06,80,middle,561,66.57001280746348,76.66599728324216,48.06346537096373,87.80611990147179,
hb_rachel,HB-Rachel,1,0.12,10,early,200,10.311501411650598,9.855909547775104,9.004930532789755,10.625704565846231,
hb_rachel,HB-Rachel,1,0.12,10,late,189,10.038665709360053,9.921230958888566,9.137166965858796,10.65689893484952,
hb_rachel,HB-Rachel,1,0.12,10,middle,198,9.939337171913142,9.848951528794188,9.102228712189014,10.727045158654233,
hb_rachel,HB-Rachel,1,0.12,20,early,189,18.507206942660595,17.25855009346152,14.779336736742607,20.462328446586167,
hb_rachel,HB-Rachel,1,0.12,20,late,207,17.664267339411786,17.522985704364604,15.00839409781389,19.93333946081806,
hb_rachel,HB-Rachel,1,0.12,20,middle,204,18.362052236134957,18.141742271278723,15.70408524042894,20.485987106333447,
hb_rachel,HB-Rachel,1,0.12,40,early,195,34.13314284053886,32.952146073469116,23.59822586409809,42.2915460687375,
hb_rachel,HB-Rachel,1,0.12,40,late,200,34.848809427139265,34.59143629615542,24.460816816000417,44.513646974404864,
hb_rachel,HB-Rachel,1,0.12,40,middle,202,34.74982840524492,34.7090196159916,25.257302274085223,43.94810809490457,
hb_rachel,HB-Rachel,1,0.12,80,early,391,60.84189524660602,67.36235924405067,31.91368518790776,85.51779727321089,
hb_rachel,HB-Rachel,1,0.12,80,late,424,65.7374994794284,74.41509228353914,49.2671755287452,87.12087269888076,
hb_rachel,HB-Rachel,1,0.12,80,middle,385,65.71863533216502,74.0235746697763,45.40475826159936,88.00751367923998,
hb_rachel,HB-Rachel,1,0.24,10,early,87,10.286124995001787,10.032143475603155,8.972648424992121,11.329401357232278,
hb_rachel,HB-Rachel,1,0.24,10,late,100,9.952547640140018,9.841295059792195,9.044557514643286,10.685047216261394,
hb_rachel,HB-Rachel,1,0.24,10,middle,98,9.922485098596278,9.86726113746952,8.94540838013737,10.797591697246594,
hb_rachel,HB-Rachel,1,0.24,20,early,78,17.024277422853302,16.32631267107543,13.788605228575232,19.29563753640979,
hb_rachel,HB-Rachel,1,0.24,20,late,95,18.30277867654993,18.56567173403794,15.129187138401077,20.867826118689436,
hb_rachel,HB-Rachel,1,0.24,20,middle,76,18.271956078209588,18.24779510050754,15.61733334185825,20.371178723161268,
hb_rachel,HB-Rachel,1,0.24,40,early,81,32.14915701639369,31.36526110839222,24.248108811811484,38.707898703562975,
hb_rachel,HB-Rachel,1,0.24,40,late,79,31.74710456816007,29.200937002387413,22.16326200994787,39.270131448215466,
hb_rachel,HB-Rachel,1,0.24,40,middle,82,33.4007908634318,32.64549147494568,26.107178409085776,41.975099293550045,
hb_rachel,HB-Rachel,1,0.24,80,early,191,61.0154981770426,68.83659555187182,36.41611412157809,86.07642797990319,
hb_rachel,HB-Rachel,1,0.24,80,late,181,65.54601544985556,72.74005258722491,47.646736431490744,88.40047873729337,
hb_rachel,HB-Rachel,1,0.24,80,middle,220,63.051723741302276,72.00637572711463,41.483202656032006,86.98245990315317,
hb_rachel,HB-Rachel,2,0.06,10,early,233,10.676417580212643,10.169472259790398,9.325045495614273,11.389028643479605,
hb_rachel,HB-Rachel,2,0.06,10,late,254,10.254092034211403,9.886129518130438,9.044156384994483,11.02876830637275,
hb_rachel,HB-Rachel,2,0.06,10,middle,262,10.202211128845743,9.786349468601548,9.159461509029601,10.871616186673085,
hb_rachel,HB-Rachel,2,0.06,20,early,285,15.99946371682299,14.910023033535092,12.41929040825614,18.391570641008,
hb_rachel,HB-Rachel,2,0.06,20,late,294,15.764922003277114,15.209888910984901,12.67917626258716,17.90349095470822,
hb_rachel,HB-Rachel,2,0.06,20,middle,277,16.12443216339357,15.35260075353508,12.638976266778776,18.477058090230784,
hb_rachel,HB-Rachel,2,0.06,40,early,263,23.866648397185337,21.90277839910834,16.666116747993133,29.498794385937487,
hb_rachel,HB-Rachel,2,0.06,40,late,262,25.99618918691538,25.981701635031513,18.81235084499145,31.6987629339569,
hb_rachel,HB-Rachel,2,0.06,40,middle,283,25.61526319803527,24.16897030210824,17.90748433917757,32.14096374925529,
hb_rachel,HB-Rachel,2,0.06,80,early,512,32.9996941483827,31.346530576995402,19.916519539495376,45.14732777934606,
hb_rachel,HB-Rachel,2,0.06,80,late,489,36.45312618623396,38.60256199665535,24.43595644756011,48.48293080435234,
hb_rachel,HB-Rachel,2,0.06,80,middle,483,35.42799199927333,34.76786783569025,24.139234730761842,46.94585972052004,
hb_rachel,HB-Rachel,2,0.12,10,early,179,10.707120885835131,10.225110750501074,9.282829958874414,11.706232966592445,
hb_rachel,HB-Rachel,2,0.12,10,late,163,10.24867245805357,9.834597297852282,9.093959461895615,11.040677568923858,
hb_rachel,HB-Rachel,2,0.12,10,middle,169,10.13804837751132,9.893777042316694,9.27897843290124,10.656854847373324,
hb_rachel,HB-Rachel,2,0.12,20,early,213,16.78197245855078,16.180015794375933,13.742086210091369,18.881585739094696,
hb_rachel,HB-Rachel,2,0.12,20,late,194,16.201479376904892,15.617005333181654,13.10631262560815,18.904956469853175,
hb_rachel,HB-Rachel,2,0.12,20,middle,193,16.552649041124475,15.90710082548002,13.166375303498324,19.367262778237375,
hb_rachel,HB-Rachel,2,0.12,40,early,202,24.99880423218765,25.41625895037971,17.676133914802158,31.0512392445843,
hb_rachel,HB-Rachel,2,0.12,40,late,200,23.88120142694566,22.488403380440225,16.59344215475779,28.791726711695876,
hb_rachel,HB-Rachel,2,0.12,40,middle,198,25.962764171653884,25.500497820825686,18.27179513440344,32.191156625659715,
hb_rachel,HB-Rachel,2,0.12,80,early,330,33.20495943703259,31.04636777302686,20.063578457924535,45.98786534021155,
hb_rachel,HB-Rachel,2,0.12,80,late,361,35.71858244421094,35.5592387246011,24.50412595326405,48.54639941615254,
hb_rachel,HB-Rachel,2,0.12,80,middle,359,36.78709973280429,38.01957801602965,25.465211536776994,49.42810380783655,
hb_rachel,HB-Rachel,2,0.24,10,early,85,10.964512516006733,10.078245008574486,9.198555220715674,11.434423561655741,
hb_rachel,HB-Rachel,2,0.24,10,late,80,10.461068032149992,10.013310047898106,9.197584838948433,11.305964753970526,
hb_rachel,HB-Rachel,2,0.24,10,middle,66,10.281339882476994,9.895215807877614,9.106266804896876,11.00365185809438,
hb_rachel,HB-Rachel,2,0.24,20,early,78,15.39266856127992,14.852396434576672,11.754437914538192,18.150683163280124,
hb_rachel,HB-Rachel,2,0.24,20,late,88,16.851845070019007,16.405334840155334,13.71213266182037,19.630034907665692,
hb_rachel,HB-Rachel,2,0.24,20,middle,98,15.917967781064547,14.920706768855258,12.703795157147367,17.670849256492748,
hb_rachel,HB-Rachel,2,0.24,40,early,87,25.518564225480024,24.96262945655672,18.692373797069813,30.374252699476813,
hb_rachel,HB-Rachel,2,0.24,40,late,90,24.723952866225762,23.85654654371703,18.42269227282509,30.17663393367703,
hb_rachel,HB-Rachel,2,0.24,40,middle,71,24.87696378892261,24.39731280420636,17.310026124226553,31.43476671116271,
hb_rachel,HB-Rachel,2,0.24,80,early,166,31.512485679333896,29.113526568937615,17.933143561273194,43.27243827578644,
hb_rachel,HB-Rachel,2,0.24,80,late,158,35.862528577548936,34.381837226624654,25.750695335541746,46.760368094006296,
hb_rachel,HB-Rachel,2,0.24,80,middle,152,34.7443438657544,32.499624056196396,23.949726432971673,47.05757725552186,
hb_rachel,HB-Rachel,3,0.06,10,early,314,10.726289253503696,9.937126665670498,9.13713948141515,11.143766436565413,
hb_rachel,HB-Rachel,3,0.06,10,late,322,10.326203800305516,9.928071448931599,9.200570579688923,11.160415719544975,
hb_rachel,HB-Rachel,3,0.06,10,middle,327,10.363722246928598,9.874433814269304,9.226410208759336,11.248078034928307,
hb_rachel,HB-Rachel,3,0.06,20,early,321,15.874407051325608,15.075268186511412,12.252223758705489,18.87976059687197,
hb_rachel,HB-Rachel,3,0.06,20,late,320,15.483015647086646,14.779910681040036,12.966518295932968,17.36305620134747,
hb_rachel,HB-Rachel,3,0.06,20,middle,304,14.696380455712966,13.933200809684262,12.133449601130469,16.739573744815285,
hb_rachel,HB-Rachel,3,0.06,40,early,260,21.63314506159263,20.462210987867675,15.85151780281379,26.679067261334975,
hb_rachel,HB-Rachel,3,0.06,40,late,265,23.13086913414063,22.960775105344652,17.61193757288135,28.112513878928617,
hb_rachel,HB-Rachel,3,0.06,40,middle,279,21.120319935194747,20.131922623833404,15.417756111021381,25.310594954831554,
hb_rachel,HB-Rachel,3,0.06,80,early,652,27.959955949559145,27.986566431648384,19.243760906629184,36.22674586491793,
hb_rachel,HB-Rachel,3,0.06,80,late,606,28.215589234610782,28.558213943366567,19.881488088750487,36.43022954888214,
hb_rachel,HB-Rachel,3,0.06,80,middle,661,27.675982701307532,27.765031148024764,19.12630294173827,36.10925931063692,
hb_rachel,HB-Rachel,3,0.12,10,early,229,10.699471908048153,9.852770298202573,9.22399639212384,11.379444556523147,
hb_rachel,HB-Rachel,3,0.12,10,late,221,10.303643594508493,9.8673319937733,9.177946794693595,11.067507302521063,
hb_rachel,HB-Rachel,3,0.12,10,middle,210,10.209859264409706,9.85595670958987,9.295842055073635,10.932533329848248,
hb_rachel,HB-Rachel,3,0.12,20,early,220,15.727108369447052,14.525460131827902,12.456635351532078,18.057665488694205,
hb_rachel,HB-Rachel,3,0.12,20,late,225,15.716078765205056,14.966082000751829,12.486243232057642,18.372570813343884,
hb_rachel,HB-Rachel,3,0.12,20,middle,230,15.08405589349067,14.639643651051685,12.38649183213741,17.274300351922484,
hb_rachel,HB-Rachel,3,0.12,40,early,198,21.73952423830022,20.567718320550554,16.22824700591101,25.84363538936003,
hb_rachel,HB-Rachel,3,0.12,40,late,202,22.572902888219453,22.03698492776066,17.681753910951876,27.39714153748443,
hb_rachel,HB-Rachel,3,0.12,40,middle,198,21.76054767297447,21.590810948463727,16.431242835010185,26.04680393931736,
hb_rachel,HB-Rachel,3,0.12,80,early,442,27.615284631050333,27.45040032063379,18.464967799886658,35.842972385729155,
hb_rachel,HB-Rachel,3,0.12,80,late,472,27.956763418388793,28.118136904004594,19.14339724812586,35.92001282982539,
hb_rachel,HB-Rachel,3,0.12,80,middle,435,27.12827788401528,27.358205276302762,18.712876711328818,35.36607446829322,
hb_rachel,HB-Rachel,3,0.24,10,early,105,10.713428126902881,9.9563135373476,9.353526054188404,11.309226560374748,
hb_rachel,HB-Rachel,3,0.24,10,late,105,10.205415648435192,9.796930661254276,9.134786094023013,10.988060640810128,
hb_rachel,HB-Rachel,3,0.24,10,middle,108,10.582185462356538,10.16154128523887,9.081228446316818,11.52665845164843,
hb_rachel,HB-Rachel,3,0.24,20,early,95,16.121301520932562,15.678947931110642,13.22244481367945,18.252632931746646,
hb_rachel,HB-Rachel,3,0.24,20,late,91,15.68863171995364,15.33356438004155,12.564714425947784,17.983519857257697,
hb_rachel,HB-Rachel,3,0.24,20,middle,96,14.50718728191692,13.750652238161912,12.219501829703965,16.283140114918208,
hb_rachel,HB-Rachel,3,0.24,40,early,90,22.80055470499353,23.07564575712197,16.115825080965543,28.319683095435376,
hb_rachel,HB-Rachel,3,0.24,40,late,81,21.68379404048686,20.724300286783297,15.98109221653587,25.599179892603395,
hb_rachel,HB-Rachel,3,0.24,40,middle,73,21.202219209098235,19.87015065555045,16.01755597434374,25.399877356704803,
hb_rachel,HB-Rachel,3,0.24,80,early,215,29.217174918110658,30.35032979727102,22.432624431702767,37.271474470835834,
hb_rachel,HB-Rachel,3,0.24,80,late,231,28.148307828948383,28.344256217047167,20.9057699514698,36.00613583712596,
hb_rachel,HB-Rachel,3,0.24,80,middle,209,29.55943298123134,31.030430872482064,22.798264403853977,36.283408081578166,
hb_rachel,HB-Rachel,4,0.06,10,early,141,10.862865971914664,10.33723255660675,9.35284298460388,11.871266909212006,
hb_rachel,HB-Rachel,4,0.06,10,late,137,10.303861510481195,10.003957997040699,9.279362717443803,10.930539224676012,
hb_rachel,HB-Rachel,4,0.06,10,middle,150,10.04709646721406,9.774125759792934,8.930401345643443,10.829453193692649,
hb_rachel,HB-Rachel,4,0.06,20,early,173,16.515672938696305,15.619717213763426,12.55486498899131,19.63531343362725,
hb_rachel,HB-Rachel,4,0.06,20,late,180,15.996944987417672,15.003964042927265,13.04310883442617,18.448445239596342,
hb_rachel,HB-Rachel,4,0.06,20,middle,182,15.848208276511736,15.278471349164807,12.3781117607356,18.318402911101344,
hb_rachel,HB-Rachel,4,0.06,40,early,164,24.388235456333117,23.925646276341453,15.853674395302132,30.2303362269315,
hb_rachel,HB-Rachel,4,0.06,40,late,177,24.4567036414593,22.933285905804937,17.039949338979017,31.044059970079847,
hb_rachel,HB-Rachel,4,0.06,40,middle,164,26.225934063521574,25.70567306330276,18.487436042803477,33.357435498048275,
hb_rachel,HB-Rachel,4,0.06,80,early,308,33.55987398393177,32.79913064709751,21.809850456136516,45.58509743873326,
hb_rachel,HB-Rachel,4,0.06,80,late,312,33.50135864290702,32.02549290455985,22.780668986778245,44.58608320354988,
hb_rachel,HB-Rachel,4,0.06,80,middle,291,35.88900444667244,36.70135095190115,24.67253177177923,48.842472046300315,
hb_rachel,HB-Rachel,4,0.12,10,early,93,10.741719693605956,10.324475907376465,9.413919594562211,11.681373203903659,
hb_rachel,HB-Rachel,4,0.12,10,late,102,10.487589841059775,10.115685968979548,9.37189401970888,11.153898569442289,
hb_rachel,HB-Rachel,4,0.12,10,middle,97,9.887411718785307,9.49272804637845,9.090520809641808,10.556563651213224,
hb_rachel,HB-Rachel,4,0.12,20,early,139,15.957763909257975,15.103338947663714,12.354866682036345,18.388144088350757,
hb_rachel,HB-Rachel,4,0.12,20,late,123,16.96331633422973,16.302975896059507,13.295413514586212,19.696886574024727,
hb_rachel,HB-Rachel,4,0.12,20,middle,113,15.991903032955593,14.999483118354412,12.73213504470655,18.53382933828434,
hb_rachel,HB-Rachel,4,0.12,40,early,126,25.43803444483039,24.694861080224456,16.74210966560577,32.74823362781363,
hb_rachel,HB-Rachel,4,0.12,40,late,116,25.051785894844446,23.141275361284233,17.42842154548634,31.728022937678773,
hb_rachel,HB-Rachel,4,0.12,40,middle,133,25.548470479075956,25.095103940396104,17.45889471382586,32.59278741888698,
hb_rachel,HB-Rachel,4,0.12,80,early,217,33.097590664969694,31.021092900419145,21.845309135211874,45.601625246016,
hb_rachel,HB-Rachel,4,0.12,80,late,204,35.74266024906638,35.94294382079904,25.549484391273115,47.293916675592286,
hb_rachel,HB-Rachel,4,0.12,80,middle,219,32.395211830323646,31.411970987306358,18.961882845367654,45.7204008846946,
hb_rachel,HB-Rachel,4,0.24,10,early,50,11.301492534538916,10.402240569534648,9.694489462020805,11.588939274825913,
hb_rachel,HB-Rachel,4,0.24,10,late,45,10.431986998515983,9.86223427628786,9.397083831808418,11.118061093002366,
hb_rachel,HB-Rachel,4,0.24,10,middle,37,10.565386483696813,9.961395601625616,9.339065096775988,11.421454664662921,
hb_rachel,HB-Rachel,4,0.24,20,early,48,15.127522230033023,13.92005035554293,12.513139086044893,17.491743509670986,
hb_rachel,HB-Rachel,4,0.24,20,late,57,16.233091853609015,14.709639260752743,13.03526720159408,19.193025850325615,
hb_rachel,HB-Rachel,4,0.24,20,middle,60,16.327968308910464,15.591471534604525,12.298780061877682,19.590650469694438,
hb_rachel,HB-Rachel,4,0.24,40,early,55,24.796293586045696,24.199083592894745,18.374107290387784,31.01147087434775,
hb_rachel,HB-Rachel,4,0.24,40,late,52,24.239281680753486,22.805033241514884,16.010405546925963,29.690288442832237,
hb_rachel,HB-Rachel,4,0.24,40,middle,48,23.45144044497559,21.587939961046757,14.792136896802733,28.936228668250227,
hb_rachel,HB-Rachel,4,0.24,80,early,91,33.98811499963484,36.23361982690054,18.350787215747637,46.31021871108062,
hb_rachel,HB-Rachel,4,0.24,80,late,100,36.29378765681865,39.42703020016322,27.074925328723506,46.822755198782694,
hb_rachel,HB-Rachel,4,0.24,80,middle,97,34.074904108893975,33.61084239486486,22.914752980003584,44.6208460511868,
hb_rachel,HB-Rachel,5,0.06,10,early,183,18.661267945012863,18.867594150504527,17.549325479349605,18.86759415820158,
hb_rachel,HB-Rachel,5,0.06,10,late,192,18.450172991796336,18.867594150504523,17.549325479349605,18.86759415820158,
hb_rachel,HB-Rachel,5,0.06,10,middle,160,18.399364719599742,18.867594150504523,17.549325479349605,18.867594158201577,
hb_rachel,HB-Rachel,5,0.06,20,early,178,19.186971450490688,18.867594164424194,18.867594150504527,20.197093090237704,
hb_rachel,HB-Rachel,5,0.06,20,late,177,19.26868109687264,18.867594165351324,18.867594150504527,20.197093090237704,
hb_rachel,HB-Rachel,5,0.06,20,middle,162,19.374501619697885,19.53234362026952,18.867594158201577,20.416784326826726,
hb_rachel,HB-Rachel,5,0.06,40,early,199,19.769075030800256,20.197093091345327,18.867594165334737,20.416784326834485,
hb_rachel,HB-Rachel,5,0.06,40,late,197,19.71608533968861,20.197093091345327,18.867594165214935,20.434897598815088,
hb_rachel,HB-Rachel,5,0.06,40,middle,204,19.727530405412693,20.354741206837772,18.867594165214935,20.434897600563072,
hb_rachel,HB-Rachel,5,0.06,80,early,386,20.076618727844618,20.348020382749443,20.299454845608707,20.416784326747027,
hb_rachel,HB-Rachel,5,0.06,80,late,414,20.01244756439585,20.330486613169548,20.197093091149924,20.392172846567565,
hb_rachel,HB-Rachel,5,0.06,80,middle,384,20.024619044462245,20.34129955865067,20.197093091345327,20.416784325978934,
hb_rachel,HB-Rachel,5,0.12,10,early,116,18.413890061428642,18.867594150504523,17.549325479349605,18.867594158201577,
hb_rachel,HB-Rachel,5,0.12,10,late,118,18.53396384731087,18.867594150504527,17.549325479349605,18.86759415820158,
hb_rachel,HB-Rachel,5,0.12,10,middle,134,18.37654093600533,18.867594150504523,17.549325479349605,18.86759415820158,
hb_rachel,HB-Rachel,5,0.12,20,early,120,19.129239354100886,18.867594165159,18.867594150504527,20.197093090237704,
hb_rachel,HB-Rachel,5,0.12,20,late,126,19.160338938217876,18.867594164424194,18.86759415242879,20.19709308344172,
hb_rachel,HB-Rachel,5,0.12,20,middle,129,19.273837048597155,18.867594165351328,18.867594150504527,20.197093091345327,
hb_rachel,HB-Rachel,5,0.12,40,early,154,19.630561473406463,20.19709309130492,18.867594165012378,20.434897598815088,
hb_rachel,HB-Rachel,5,0.12,40,late,155,19.809978974161176,20.392172838430195,18.867594165334737,20.434897605807027,
hb_rachel,HB-Rachel,5,0.12,40,middle,138,19.871603819896347,20.363107677424317,18.867594165351324,20.434897598815088,
hb_rachel,HB-Rachel,5,0.12,80,early,289,20.00352301221735,20.341299565686153,20.197093091345327,20.416784325978934,
hb_rachel,HB-Rachel,5,0.12,80,late,251,20.065106157944022,20.341299566246633,20.197093091360557,20.416784326632637,
hb_rachel,HB-Rachel,5,0.12,80,middle,285,20.022542751184528,20.341299566226343,20.197093091264513,20.392172846648894,
hb_rachel,HB-Rachel,5,0.24,10,early,65,18.42192923045102,18.867594150504527,17.549325479349605,18.86759415820158,
hb_rachel,HB-Rachel,5,0.24,10,late,54,18.502032314097864,18.867594150504527,17.549325479349605,18.86759415820158,
hb_rachel,HB-Rachel,5,0.24,10,middle,67,18.65267052377062,18.867594150504523,17.549325479349605,18.867594158201577,
hb_rachel,HB-Rachel,5,0.24,20,early,50,19.39326326778722,18.867594164879467,18.867594158201577,20.43489759668033,
hb_rachel,HB-Rachel,5,0.24,20,late,45,19.188446949572953,18.86759416533474,18.867594150504527,20.197093090237704,
hb_rachel,HB-Rachel,5,0.24,20,middle,55,19.13113101079323,18.867594164424194,18.208459818152484,20.197093090237704,
hb_rachel,HB-Rachel,5,0.24,40,early,55,19.62676233026364,20.197093091345327,18.867594164424194,20.41678432707235,
hb_rachel,HB-Rachel,5,0.24,40,late,56,19.700348921927866,20.341299566829925,18.867594165304787,20.434897598815088,
hb_rachel,HB-Rachel,5,0.24,40,middle,69,20.085813178775933,20.371474148211064,20.197093090237704,20.434897605807027,
hb_rachel,HB-Rachel,5,0.24,80,early,135,20.041610413042452,20.330486613549393,20.197093091345327,20.416784325978934,
hb_rachel,HB-Rachel,5,0.24,80,late,145,20.121078886865,20.341299566847617,20.299454846658286,20.392172846648894,
hb_rachel,HB-Rachel,5,0.24,80,middle,142,20.031527949587886,20.330486613557696,20.197093091345327,20.41063144432355,
hb_rachel,HB-Rachel,6,0.06,10,early,234,10.194831893206269,9.832815473120128,9.112137652840962,10.810739416889401,
hb_rachel,HB-Rachel,6,0.06,10,late,270,10.114144258218946,9.744026255365434,9.175808279196112,10.507362625010412,
hb_rachel,HB-Rachel,6,0.06,10,middle,245,10.243727492582511,9.903562029945215,9.232312607623713,10.777131033445496,
hb_rachel,HB-Rachel,6,0.06,20,early,236,15.57239719861591,14.719387831243141,12.273184170033542,17.94035747199365,
hb_rachel,HB-Rachel,6,0.06,20,late,237,14.69479100922195,14.05032619498921,12.227035900273115,16.609202138875087,
hb_rachel,HB-Rachel,6,0.06,20,middle,234,14.846704630434218,14.372292526883967,12.379181595221745,16.880234689656426,
hb_rachel,HB-Rachel,6,0.06,40,early,240,19.84054858067888,18.965517590095093,15.31031895427475,23.902742155902295,
hb_rachel,HB-Rachel,6,0.06,40,late,226,19.535709347448986,18.76452817694758,15.152116826263665,23.3267289483843,
hb_rachel,HB-Rachel,6,0.06,40,middle,227,21.387252549293912,21.120621179437368,17.390433140692842,25.47154420830917,
hb_rachel,HB-Rachel,6,0.06,80,early,487,25.51859715264096,26.40176806984569,19.3017790602985,31.646813751541792,
hb_rachel,HB-Rachel,6,0.06,80,late,519,24.280361467813655,24.47462727536238,17.942960717559217,30.477072732499053,
hb_rachel,HB-Rachel,6,0.06,80,middle,520,26.108650768448513,27.034827246621074,19.649765686388616,33.06422243814163,
hb_rachel,HB-Rachel,6,0.12,10,early,191,10.480010742777626,9.890724010644979,9.21054317864488,11.140281682415441,
hb_rachel,HB-Rachel,6,0.12,10,late,157,10.144515020894785,9.818644748287241,9.170351169306418,10.945860687910324,
hb_rachel,HB-Rachel,6,0.12,10,middle,170,10.197022389603463,10.002732091137858,9.19807690719175,10.717424468290066,
hb_rachel,HB-Rachel,6,0.12,20,early,177,14.899901815125594,14.187375231521402,12.487114266720662,16.725139498062116,
hb_rachel,HB-Rachel,6,0.12,20,late,173,14.927503030354858,14.272104480556324,12.23316174321821,16.767947930533545,
hb_rachel,HB-Rachel,6,0.12,20,middle,175,14.722925451570076,14.122067604240089,12.19626219298964,16.249243430106752,
hb_rachel,HB-Rachel,6,0.12,40,early,164,19.595141153379988,18.890219051985543,14.74030349066449,24.483109175007996,
hb_rachel,HB-Rachel,6,0.12,40,late,178,19.969715353750917,19.25674989424545,15.802026008905175,24.007879548199607,
hb_rachel,HB-Rachel,6,0.12,40,middle,176,20.35187706456985,19.877606360580007,16.001467929824592,25.190495433812693,
hb_rachel,HB-Rachel,6,0.12,80,early,373,25.43891379687766,25.851146546887872,19.53259715774973,31.73228339340268,
hb_rachel,HB-Rachel,6,0.12,80,late,353,24.288952354997402,24.505522255388318,17.61073409745122,30.924869696112086,
hb_rachel,HB-Rachel,6,0.12,80,middle,324,26.723365167017775,27.24979472700592,21.327700065385347,32.97043167702954,
hb_rachel,HB-Rachel,6,0.24,10,early,93,10.435845204867949,9.896276798408573,9.239741184357735,11.02509254779126,
hb_rachel,HB-Rachel,6,0.24,10,late,91,10.182955357629071,9.918286291195978,9.229364447417435,10.848181311061701,
hb_rachel,HB-Rachel,6,0.24,10,middle,96,10.180020968817548,9.737440779351468,9.130243059428487,10.988205795664394,
hb_rachel,HB-Rachel,6,0.24,20,early,63,16.655090792616484,16.224834630475062,13.331598117464555,18.97634950479915,
hb_rachel,HB-Rachel,6,0.24,20,late,66,14.984741112824613,14.559513816342395,12.221234084260459,16.904669768618806,
hb_rachel,HB-Rachel,6,0.24,20,middle,67,14.279686933107214,14.118855955257194,11.885399291878722,16.495649956296806,
hb_rachel,HB-Rachel,6,0.24,40,early,65,18.906965594697578,17.718576992678564,14.496944955642727,23.506492747212466,
hb_rachel,HB-Rachel,6,0.24,40,late,65,19.620234922415392,18.359105382573652,14.96385852878375,23.491882313677255,
hb_rachel,HB-Rachel,6,0.24,40,middle,73,21.693519845866543,21.82690723691675,17.432292518619384,26.17345850439619,
hb_rachel,HB-Rachel,6,0.24,80,early,190,24.729299879181532,26.440569535380273,17.668218343831647,31.03437321136486,
hb_rachel,HB-Rachel,6,0.24,80,late,178,24.48305347396486,24.660068081741038,18.09805706224939,31.112720830915112,
hb_rachel,HB-Rachel,6,0.24,80,middle,220,26.33093722388299,27.071004632040555,20.781874439701294,32.82035681927885,
hb_rachel,HB-Rachel,7,0.06,10,early,170,11.002394941766706,10.306939308408376,9.3967950688452,11.847179572717458,
hb_rachel,HB-Rachel,7,0.06,10,late,182,10.677534084476674,9.999871687274583,9.30793303877208,11.478026570284143,
hb_rachel,HB-Rachel,7,0.06,10,middle,183,10.128448749614309,9.71303120668619,9.051336222511605,10.700209509258887,
hb_rachel,HB-Rachel,7,0.06,20,early,195,17.08102038147019,15.338029965865955,13.306072537617204,20.716033567657355,
hb_rachel,HB-Rachel,7,0.06,20,late,221,16.594213474532722,15.541892114158868,13.116447839865295,20.18154647729434,
hb_rachel,HB-Rachel,7,0.06,20,middle,208,16.995758139693525,16.2303078684876,13.262951328944547,20.3159840646955,
hb_rachel,HB-Rachel,7,0.06,40,early,152,25.964586239577997,24.24802449123132,17.103037470765642,31.10595501042894,
hb_rachel,HB-Rachel,7,0.06,40,late,170,26.073562462015676,24.478033488380508,17.651826344429708,33.63950549244537,
