subject_id,motion_coherence,prior_std,block_phase,n_trials,mean_believed_sd,mean_believed_alpha,median_believed_sd,median_believed_alpha
8,0.06,40,middle,160,21.165278693804037,0.58214126337947,22.438410366104023,0.5807508707632834
8,0.06,80,early,386,23.786867580368497,0.5046493951683635,25.813333983870113,0.487505074184715
8,0.06,80,late,425,23.220915249230334,0.5122118659359193,25.616029132209736,0.48953634848000394
8,0.06,80,middle,373,24.209345644134363,0.5017458417570113,26.332716824729967,0.48507077650567065
8,0.12,10,early,124,11.899237621947677,0.7264269994518936,11.240824433175991,0.7349433960817998
8,0.12,10,late,122,11.586492609519883,0.7324301789255893,11.28146621635262,0.7348332266599928
8,0.12,10,middle,122,12.01240106334261,0.7256635420857178,11.30233615222031,0.7317817045248631
8,0.12,20,early,157,17.171619599171795,0.6407852674846902,15.48578945228566,0.6463815485306751
8,0.12,20,late,141,16.965529583048575,0.6455801501405029,15.7146876286406,0.6459850883195228
8,0.12,20,middle,152,15.887253781636126,0.6571060447578062,14.463582267329302,0.660260101652612
8,0.12,40,early,125,21.13049491878366,0.5770981336618016,22.424354218504778,0.573778183820836
8,0.12,40,late,125,21.543239604754756,0.5721685915197322,22.414563293218432,0.5722030977075001
8,0.12,40,middle,122,19.837887312736708,0.5905432272044706,21.350083526595554,0.6001600813422914
8,0.12,80,early,281,24.28145360504217,0.502023751929743,26.316198483060578,0.48745628093925064
8,0.12,80,late,267,23.7735239459751,0.5044813246593944,25.996233685552866,0.4794593517679274
8,0.12,80,middle,277,23.399695931337565,0.5121754141301372,25.8250206658934,0.5002527039131544
8,0.24,10,early,59,11.894926725745504,0.722254785053016,11.182758596631565,0.7380221054895104
8,0.24,10,late,66,11.759244281471151,0.7303056377360653,10.992571906924386,0.741239619925169
8,0.24,10,middle,61,11.7350478915439,0.7291147526080057,11.366240971716552,0.7330611606185642
8,0.24,20,early,56,16.732402404940242,0.6456876960327568,15.171810573024805,0.6463830065358198
8,0.24,20,late,75,17.11490408334239,0.6437933931474288,15.547300980443929,0.6491311400296786
8,0.24,20,middle,52,16.240633737817426,0.6568698173323041,14.763791204672266,0.659044790897303
8,0.24,40,early,41,22.31867319255637,0.5691450650134899,23.468095449066666,0.5531417315953933
8,0.24,40,late,48,22.441293896945727,0.5603196482749417,22.914517334956138,0.5597104859766722
8,0.24,40,middle,60,21.742685529650085,0.5677680633811893,22.662365746943284,0.5631504869976189
8,0.24,80,early,143,24.151256980806036,0.5046075239446828,26.232488209519488,0.48747530812436346
8,0.24,80,late,118,23.709117641602024,0.5034807800012168,25.90865334414992,0.47835505907257236
8,0.24,80,middle,161,23.94476043754283,0.5035490293419657,26.107615556404934,0.48460898242174666
9,0.06,10,early,293,10.791317353271243,0.8071173582423845,9.914270381329747,0.8244207660575251
9,0.06,10,late,288,10.936354038405064,0.8183256806564372,10.532664543085644,0.82986037115732
9,0.06,10,middle,275,10.749613293561426,0.8201308535779048,10.243091279048013,0.8306478434324662
9,0.06,20,early,277,17.238691323840875,0.6927646101020302,16.314491593125517,0.6993266721790798
9,0.06,20,late,284,16.606035437093123,0.7121519877717247,15.95730877426574,0.7239278388269963
