model,start,evaluation,elapsed_seconds,nll
reliability_mixture,0,1,0.2899823000188917,24375.276899892793
reliability_mixture,0,2,0.572573299985379,24400.815101380347
reliability_mixture,0,3,0.8594163000234403,24308.343096747412
reliability_mixture,0,4,1.146117799973581,24378.132451804962
reliability_mixture,0,5,1.4322604999761097,24300.21693154495
reliability_mixture,0,6,1.722299600020051,24303.59173261955
reliability_mixture,0,7,2.002172200009227,24297.137067960466
reliability_mixture,0,8,2.286410700005945,24297.127875505532
reliability_mixture,0,9,2.565568700025324,24297.123129541833
reliability_mixture,0,10,2.8526241999934427,24297.12309562068
reliability_mixture,0,11,3.147591700020712,24297.12310246548
reliability_mixture,0,12,3.428865499969106,24297.123103659254
reliability_mixture,0,13,3.7184855000232346,24598.364467678468
reliability_mixture,0,14,4.000784299976658,24229.98523259779
reliability_mixture,0,15,4.285628199984785,24136.47463126306
reliability_mixture,0,16,4.569614199979696,24125.820345789445
reliability_mixture,0,17,4.858666800020728,24125.204580740166
reliability_mixture,0,18,5.148245999997016,24124.643615748777
reliability_mixture,0,19,5.4278216999955475,24126.705127739726
reliability_mixture,0,20,5.713902099989355,24124.59056535898
reliability_mixture,0,21,5.993999500002246,24124.587385265957
reliability_mixture,0,22,6.302780499972869,24124.58724191948
reliability_mixture,0,23,6.6303961999947205,24124.587241495065
reliability_mixture,0,24,6.915078999998514,24124.58724613102
reliability_mixture,0,25,7.201721200020984,24430.417896674287
reliability_mixture,0,26,7.495585999975447,24197.524832090094
reliability_mixture,0,27,7.786424799996894,24096.923308907357
reliability_mixture,0,28,8.074987999978475,24059.332829597224
reliability_mixture,0,29,8.35804319998715,24044.585537390332
reliability_mixture,0,30,8.647544600011315,24038.024818402144
reliability_mixture,0,31,8.928866999980528,24034.76163195626
reliability_mixture,0,32,9.214299399987794,24033.005519382292
reliability_mixture,0,33,9.496316600008868,24032.0104518101
reliability_mixture,0,34,9.78848599997582,24031.42785290701
reliability_mixture,0,35,10.068231199984439,24031.07967912721
reliability_mixture,0,36,10.352753499988467,24030.868927710886
reliability_mixture,0,37,10.640514399972744,24030.740343221463
reliability_mixture,0,38,10.923672100005206,24030.66150436492
reliability_mixture,0,39,11.21469039999647,24030.61301877338
reliability_mixture,0,40,11.500682900019456,24030.583144178232
reliability_mixture,0,41,11.786988799984101,24030.564715400164
reliability_mixture,0,42,12.069450000009965,24030.55333903886
reliability_mixture,0,43,12.351356200000737,24030.546313117557
reliability_mixture,0,44,12.639485299994703,24030.541015435374
reliability_mixture,0,45,12.929116200015415,26921.15251119408
reliability_mixture,0,46,13.216157799994107,22998.206767021613
reliability_mixture,0,47,13.498532600002363,21683.23477683342
reliability_mixture,0,48,13.786201299983077,21072.18754907614
reliability_mixture,0,49,14.0699997000047,21007.993135951518
reliability_mixture,0,50,14.358350299997255,20973.977096888084
reliability_mixture,0,51,14.648838999972213,20984.107559791242
reliability_mixture,0,52,14.932242600014433,20977.45207647832
reliability_mixture,0,53,15.22217099997215,20975.248064470943
reliability_mixture,0,54,15.506316600018181,20974.45440628648
reliability_mixture,0,55,15.795253599993885,20974.158226364925
reliability_mixture,0,56,16.07561130000977,20973.85441207695
reliability_mixture,0,57,16.356765799981076,20973.778928782078
reliability_mixture,0,58,16.647089799982496,20973.73240735099
reliability_mixture,0,59,16.9286050000228,20973.703705087086
reliability_mixture,0,60,17.21777629997814,20980.03332713204
reliability_mixture,0,61,17.509534700016957,20981.299681704637
reliability_mixture,0,62,17.797902799968142,21052.288153496927
reliability_mixture,0,63,18.081514100020286,20964.924463831234
reliability_mixture,0,64,18.375246500014327,20964.922556415826
reliability_mixture,0,65,18.667278399982024,20964.9159367069
reliability_mixture,0,66,18.949334600009024,20964.91591733654
reliability_mixture,0,67,19.311196200025734,20964.91592159837
reliability_mixture,0,68,19.6468082999927,20964.91592194561
reliability_mixture,0,69,19.964964199985843,22539.573430265817
reliability_mixture,0,70,20.25731580000138,21055.579569387934
reliability_mixture,0,71,20.688157199998386,21005.588642774987
reliability_mixture,0,72,21.015964500023983,20961.09273605134
reliability_mixture,0,73,21.351326200005133,20961.252185401092
reliability_mixture,0,74,21.786950699985027,20961.074049713996
