model,start,evaluation,elapsed_seconds,nll
reliability_mixture,0,1,0.29996470001060516,28906.455632515313
reliability_mixture,0,2,0.5684153000474907,28937.737616391707
reliability_mixture,0,3,0.8327469000359997,28736.53938929195
reliability_mixture,0,4,1.1018850000109524,28755.850923002756
reliability_mixture,0,5,1.3687442000373267,28731.369481628553
reliability_mixture,0,6,1.6236299000447616,28731.341499008606
reliability_mixture,0,7,1.8890144000179134,28731.313887014287
reliability_mixture,0,8,2.158235200040508,28731.313844409364
reliability_mixture,0,9,2.422318800003268,28731.313848921345
reliability_mixture,0,10,2.6984596000402234,28731.313853644697
reliability_mixture,0,11,2.9692542999982834,29118.800348496872
reliability_mixture,0,12,3.2218052000389434,28643.372085812895
reliability_mixture,0,13,3.4836591000203043,28519.862937544036
reliability_mixture,0,14,3.7450043000280857,28503.651924103986
reliability_mixture,0,15,4.008111500006635,28502.639210259094
reliability_mixture,0,16,4.2695317000034265,28501.79618353991
reliability_mixture,0,17,4.525407000037376,28503.985848222983
reliability_mixture,0,18,4.788247100019362,28501.7130010701
reliability_mixture,0,19,5.04160789999878,28501.707620612564
reliability_mixture,0,20,5.301466900040396,28501.707367555697
reliability_mixture,0,21,5.5525707000051625,28501.70736603679
reliability_mixture,0,22,5.816821100015659,28501.707370848086
reliability_mixture,0,23,6.072899700026028,28891.749384344417
reliability_mixture,0,24,6.338245500053745,28593.77676665404
reliability_mixture,0,25,6.598210700030904,28467.095011260462
reliability_mixture,0,26,6.868634800019208,28420.604610291495
reliability_mixture,0,27,7.1266754000098445,28402.6669289951
reliability_mixture,0,28,7.447356000018772,28394.78530788338
reliability_mixture,0,29,7.698442200024147,28390.898793305703
reliability_mixture,0,30,7.962262700020801,28388.81915061666
reliability_mixture,0,31,8.26256550004473,28387.6450837801
reliability_mixture,0,32,8.526270500035025,28386.959278681596
reliability_mixture,0,33,8.790175400034059,28386.550022719166
reliability_mixture,0,34,9.051380200020503,28386.302522444425
reliability_mixture,0,35,9.314298700017389,28386.15160159638
reliability_mixture,0,36,9.567593900021166,28386.05909996348
reliability_mixture,0,37,9.82598570000846,28386.00222410844
reliability_mixture,0,38,10.080898000043817,28385.967184502995
reliability_mixture,0,39,10.345567900047172,28385.945571365788
reliability_mixture,0,40,10.597891400044318,28385.93222993384
reliability_mixture,0,41,10.85693100001663,28385.92399066592
reliability_mixture,0,42,11.11399490002077,28385.917778228228
reliability_mixture,0,43,11.382355000008829,31619.374354817373
reliability_mixture,0,44,11.632716000021901,27413.9249390489
reliability_mixture,0,45,11.896090399997775,26308.071516935102
reliability_mixture,0,46,12.149156800005585,25987.447894590718
reliability_mixture,0,47,12.415605600050185,25759.07843220247
reliability_mixture,0,48,12.666402300004847,25647.483724442565
reliability_mixture,0,49,12.927422200038563,25589.078974858516
reliability_mixture,0,50,13.2106423000223,25556.907576153957
reliability_mixture,0,51,13.526350400003139,25538.504739622123
reliability_mixture,0,52,13.80962690000888,25527.69280410019
reliability_mixture,0,53,14.094882900011726,25521.224366338825
reliability_mixture,0,54,14.492573800031096,25517.30808951798
reliability_mixture,0,55,15.460886500019114,25514.91875864823
reliability_mixture,0,56,16.051478900015354,25513.453924635316
reliability_mixture,0,57,16.45266629999969,25512.553132592344
reliability_mixture,0,58,16.80409089999739,25511.998140351323
reliability_mixture,0,59,17.105603300035,25511.655796123836
reliability_mixture,0,60,17.417240700044204,25511.44446775859
reliability_mixture,1,61,17.70019600004889,31638.134827851994
reliability_mixture,1,62,17.97209550003754,31766.298450559443
reliability_mixture,1,63,18.242531800002325,31595.650614449536
reliability_mixture,1,64,18.527621800021734,31558.652061998167
reliability_mixture,1,65,18.85201130004134,31554.461300571984
reliability_mixture,1,66,19.207593900035135,31546.813220826167
reliability_mixture,1,67,19.48845910001546,31541.85884353207
reliability_mixture,1,68,19.815393200027756,31543.411276111037
reliability_mixture,1,69,20.126915300032124,31541.296842073214
reliability_mixture,1,70,20.400905000045896,31540.97600475806
reliability_mixture,1,71,20.668745700037107,31540.787194784807
reliability_mixture,1,72,20.971825000015087,31540.673980513056
reliability_mixture,1,73,21.30147590005072,31540.6053054357
reliability_mixture,1,74,21.59405080002034,31540.563349041426
reliability_mixture,1,75,21.934128399996553,31540.537602867138
reliability_mixture,1,76,22.250852400029544,31540.521760840267
reliability_mixture,1,77,22.533442400046624,31540.511996563502
reliability_mixture,1,78,22.869871100003365,31540.50597205911
reliability_mixture,1,79,23.215736000041943,31540.502252582395
reliability_mixture,1,80,23.556351400038693,31540.499955296975
reliability_mixture,1,81,23.8237810000428,31540.498387766216
reliability_mixture,1,82,24.08343410002999,31711.0061435225
reliability_mixture,1,83,24.413028300041333,31475.488814493932
reliability_mixture,1,84,24.718953900039196,31413.29457310973
reliability_mixture,1,85,25.012190000037663,31397.59970204263
reliability_mixture,1,86,25.319715999998152,31388.07959717022
reliability_mixture,1,87,25.616305500036106,31383.847906883013
reliability_mixture,1,88,25.887851000006776,31381.718791642314
reliability_mixture,1,89,26.150140600046143,31380.560571773065
reliability_mixture,1,90,26.446937800035812,31379.8991290443
reliability_mixture,1,91,26.749530900036916,31379.50983203519
reliability_mixture,1,92,27.060776200029068,31379.276394526434
reliability_mixture,1,93,27.33685240003979,31379.13479212016
reliability_mixture,1,94,27.638262399996165,31379.048281674768
reliability_mixture,1,95,27.918204500048887,31378.995195486365
reliability_mixture,1,96,28.20562860002974,31378.96253081501
reliability_mixture,1,97,28.50043650000589,31378.94239789802
reliability_mixture,1,98,28.811470500018913,31378.929976018073
reliability_mixture,1,99,29.100641300028656,31378.922306864322
reliability_mixture,1,100,29.396041800035164,31378.917570116097
reliability_mixture,1,101,29.65272549999645,31378.914440648194
reliability_mixture,1,102,29.977007700013928,31567.46053778133
reliability_mixture,1,103,30.36931130004814,31434.832388473187
reliability_mixture,1,104,30.630520100006834,31394.77619184713
reliability_mixture,1,105,30.894589000032283,31379.60833850806
reliability_mixture,1,106,31.209270400053356,31375.477974664565
reliability_mixture,1,107,31.485562500020023,31373.47801271025
reliability_mixture,1,108,31.79428440000629,31372.416893043188
reliability_mixture,1,109,32.06085480004549,31371.82042063542
reliability_mixture,1,110,32.39202389999991,31371.472825315206
reliability_mixture,1,111,32.667310400051065,31371.265676160605
reliability_mixture,1,112,33.02671649999684,31371.14050058723
reliability_mixture,1,113,33.30829710001126,31371.06420722213
reliability_mixture,1,114,33.62800220004283,31371.017459358132
reliability_mixture,1,115,33.89461570000276,31370.988720874186
reliability_mixture,1,116,34.153797600010876,31370.971017819604
reliability_mixture,1,117,34.43389220000245,31370.960098943302
reliability_mixture,1,118,34.77230960002635,31370.95335917774
reliability_mixture,1,119,35.04623640002683,31370.94919700603
reliability_mixture,1,120,35.32099120004568,31370.946625876393
