subject_id,session_id,run_id,trial_index,motion_direction,estimate_deg,prior_mean,prior_std,motion_coherence,prior_kappa_t,predicted_estimate_deg,p_observed,observed_error_from_motion,predicted_error_from_motion,smoke_trial_order,block_id,trials_into_block,prev_prior_std,prior_std_change,simulated_error_from_motion,abs_simulated_error_from_motion,abs_predicted_error_from_motion,log_probability_of_simulated_response
1,2,9,8,305.0,256.7401490310207,225.0,80.0,0.06,5.4693796622849336,284.0,0.005807696182365463,-48.25985096897932,-21.0,80,9,8,40.0,40.0,-48.25985096897932,48.25985096897932,21.0,-5.148571313026652
1,2,9,9,315.0,319.81177349707525,225.0,80.0,0.12,5.470614332629292,305.0,0.014300017573097361,4.811773497075251,-10.0,81,9,9,40.0,40.0,4.811773497075251,4.811773497075251,10.0,-4.247494512829103
1,2,10,1,135.0,155.24677514430448,225.0,80.0,0.06,5.611568585985866,158.0,0.02089223774061368,20.24677514430448,23.0,82,10,1,80.0,0.0,20.24677514430448,20.24677514430448,23.0,-3.86837758896806
1,2,10,2,275.0,250.83002691370865,225.0,80.0,0.06,5.611568585985866,261.0,0.01758300482874137,-24.16997308629135,-14.0,83,10,2,80.0,0.0,-24.16997308629135,24.16997308629135,14.0,-4.040822478194205
1,2,10,3,195.0,205.17555880702403,225.0,80.0,0.12,5.611568585985866,200.0,0.020180373299395114,10.175558807024032,5.0,84,10,3,80.0,0.0,10.175558807024032,10.175558807024032,5.0,-3.903044765744364
1,2,10,4,305.0,276.6367130337867,225.0,80.0,0.12,5.611568585985866,295.0,0.011619009916322415,-28.36328696621331,-10.0,85,10,4,80.0,0.0,-28.36328696621331,28.36328696621331,10.0,-4.4551127363243
1,2,10,5,155.0,178.9331399441286,225.0,80.0,0.06,5.611568585985866,174.0,0.020269770905445614,23.933139944128612,19.0,86,10,5,80.0,0.0,23.933139944128612,23.933139944128612,19.0,-3.8986246207308097
1,2,10,6,295.0,274.4856451101286,225.0,80.0,0.06,5.611568585985866,276.0,0.021092771191381705,-20.514354889871413,-19.0,87,10,6,80.0,0.0,-20.514354889871413,20.514354889871413,19.0,-3.8588248947649175
1,2,10,7,325.0,333.9294997169545,225.0,80.0,0.24,5.611568585985866,319.0,0.014211556559411757,8.929499716954524,-6.0,88,10,7,80.0,0.0,8.929499716954524,8.929499716954524,6.0,-4.25369980315283
1,2,10,8,345.0,230.7472455348429,225.0,80.0,0.24,5.611568585985866,339.0,0.00036151448924269443,-114.2527544651571,-6.0,89,10,8,80.0,0.0,-114.2527544651571,114.2527544651571,6.0,-7.9252084362760185
1,2,10,9,245.0,36.33731638055428,225.0,80.0,0.12,5.611568585985866,242.0,0.00036151178448617916,151.33731638055428,-3.0,90,10,9,80.0,0.0,151.33731638055428,151.33731638055428,3.0,-7.925215918041519
1,3,11,1,135.0,153.25112884871444,225.0,80.0,0.12,5.611568585985866,145.0,0.018734427437834003,18.251128848714444,10.0,91,11,1,80.0,0.0,18.251128848714444,18.251128848714444,10.0,-3.9773924083012178
1,3,11,2,205.0,188.74919899438842,225.0,80.0,0.06,5.611568585985866,211.0,0.008833631159891032,-16.250801005611578,6.0,92,11,2,80.0,0.0,-16.250801005611578,16.250801005611578,6.0,-4.72918911901237
1,3,11,3,205.0,206.3216323721839,225.0,80.0,0.12,5.611568585985866,208.0,0.021072819916748038,1.321632372183899,3.0,93,11,3,80.0,0.0,1.321632372183899,1.321632372183899,3.0,-3.859771224490092
1,3,11,4,215.0,229.13566026444803,225.0,80.0,0.12,5.611568585985866,217.0,0.016257068541424172,14.135660264448035,2.0,94,11,4,80.0,0.0,14.135660264448035,14.135660264448035,2.0,-4.119227477621316
1,3,11,5,255.0,273.6720657502575,225.0,80.0,0.24,5.611568585985866,252.0,0.009228986078140428,18.672065750257502,-3.0,95,11,5,80.0,0.0,18.672065750257502,18.672065750257502,3.0,-4.685406087190416
1,3,11,6,105.0,108.72057173813168,225.0,80.0,0.12,5.611568585985866,115.0,0.019725593436286874,3.720571738131696,10.0,96,11,6,80.0,0.0,3.720571738131696,3.720571738131696,10.0,-3.9258383272129294
1,3,11,7,95.0,115.34878199057312,225.0,80.0,0.12,5.611568585985866,104.0,0.01680261990878953,20.348781990573116,9.0,97,11,7,80.0,0.0,20.348781990573116,20.348781990573116,9.0,-4.0862204577796275
1,3,11,8,185.0,174.0350659183045,225.0,80.0,0.12,5.611568585985866,191.0,0.012671940927813955,-10.964934081695503,6.0,98,11,8,80.0,0.0,-10.964934081695503,10.964934081695503,6.0,-4.368365105551776
1,3,11,9,95.0,127.91567712441655,225.0,80.0,0.06,5.611568585985866,119.0,0.018354406952564715,32.91567712441656,24.0,99,11,9,80.0,0.0,32.91567712441656,32.91567712441656,24.0,-3.9978855724128617
1,3,12,1,215.0,210.71295598546013,225.0,10.0,0.06,18.7694776333741,221.0,0.017507725887650052,-4.287044014539873,6.0,100,12,1,80.0,-70.0,-4.287044014539873,4.287044014539873,6.0,-4.045113016181691
1,3,12,2,225.0,231.11513185815673,225.0,10.0,0.12,18.786513276644712,225.0,0.01979810248967548,6.1151318581567295,0.0,101,12,2,80.0,-70.0,6.1151318581567295,6.1151318581567295,0.0,-3.9221691797287788
1,3,12,3,215.0,233.19399679090373,225.0,10.0,0.12,18.80340099416277,219.0,0.0147619225455415,18.193996790903725,4.0,102,12,3,80.0,-70.0,18.193996790903725,18.193996790903725,4.0,-4.215704214529121
1,3,12,4,215.0,211.86431503761744,225.0,10.0,0.12,18.82014207041328,219.0,0.01932176032087984,-3.1356849623825553,4.0,103,12,4,80.0,-70.0,-3.1356849623825553,3.1356849623825553,4.0,-3.94652334043121
1,3,12,5,225.0,195.17060662339796,225.0,10.0,0.12,18.836737778727656,225.0,0.004566182205581079,-29.82939337660204,0.0,104,12,5,80.0,-70.0,-29.82939337660204,29.82939337660204,0.0,-5.389077826812831
1,3,12,6,215.0,202.14737891817632,225.0,10.0,0.12,18.85318938138059,219.0,0.012756974466364588,-12.852621081823685,4.0,105,12,6,80.0,-70.0,-12.852621081823685,12.852621081823685,4.0,-4.361677139967174
1,3,12,7,235.0,233.15613615177648,225.0,10.0,0.24,18.869498129686054,232.0,0.02112927000278684,-1.8438638482235206,-3.0,106,12,7,80.0,-70.0,-1.8438638482235206,1.8438638482235206,3.0,-3.857095995855042
1,3,12,8,235.0,25.415029207492815,225.0,10.0,0.24,18.885665264092474,232.0,0.00036151178468548224,150.4150292074928,-3.0,107,12,8,80.0,-70.0,150.4150292074928,150.4150292074928,3.0,-7.925215917490214
1,3,12,9,225.0,243.61677671060227,225.0,10.0,0.06,18.901692014277078,225.0,0.011429904809050567,18.616776710602267,0.0,108,12,9,80.0,-70.0,18.616776710602267,18.616776710602267,0.0,-4.471522129377152
1,3,13,1,185.0,207.83612213691995,225.0,20.0,0.12,32.427981005484256,206.0,0.021051717430096612,22.836122136919954,21.0,109,13,1,10.0,10.0,22.836122136919954,22.836122136919954,21.0,-3.8607731340537716
1,3,13,2,215.0,233.73666000109776,225.0,20.0,0.12,32.44312470630421,220.0,0.015100777730456398,18.73666000109776,5.0,110,13,2,10.0,10.0,18.73666000109776,18.73666000109776,5.0,-4.193009031159374
1,3,13,3,235.0,232.7398340955097,225.0,20.0,0.24,32.4581369096923,231.0,0.021064820344434423,-2.260165904490293,-4.0,111,13,3,10.0,10.0,-2.260165904490293,2.260165904490293,4.0,-3.8601509122163216
1,3,13,4,225.0,235.6499727084122,225.0,20.0,0.06,32.47301875748134,225.0,0.01727111091267004,10.649972708412207,0.0,112,13,4,10.0,10.0,10.649972708412207,10.649972708412207,0.0,-4.05872006273894
1,3,13,5,235.0,354.4367171948333,225.0,20.0,0.06,32.48777138158927,228.0,0.00036151187355537134,119.4367171948333,-7.0,113,13,5,10.0,10.0,119.4367171948333,119.4367171948333,7.0,-7.925215671661774
1,3,13,6,215.0,208.2452595390757,225.0,20.0,0.24,32.50239590410522,219.0,0.01720192407717747,-6.754740460924296,4.0,114,13,6,10.0,10.0,-6.754740460924296,6.754740460924296,4.0,-4.062734036466969
1,3,13,7,255.0,60.50676485366347,225.0,20.0,0.12,32.51689343737488,240.0,0.0003615117829337235,165.50676485366347,-15.0,115,13,7,10.0,10.0,165.50676485366347,165.50676485366347,15.0,-7.925215922335862
1,3,13,8,245.0,226.4623153654542,225.0,20.0,0.06,32.53126508408511,231.0,0.02040720339972431,-18.537684634545798,-14.0,116,13,8,10.0,10.0,-18.537684634545798,18.537684634545798,14.0,-3.891867332630241
1,3,13,9,225.0,231.52859043946358,225.0,20.0,0.12,32.5455119373478,225.0,0.01961252105800956,6.528590439463585,0.0,117,13,9,10.0,10.0,6.528590439463585,6.528590439463585,0.0,-3.9315870872200795
